,fandom,other_fandom,name,circle_code,event,circle_facebook,circle_instagram,circle_twitter,circle_other_socials,sampleworks_images,substring
700,HONKAI STAR RAIL,"GENSHIN IMPACT, JOJO BIZARRE ADVENTURES, GAME (POKEMON / DIGIMON)",smolworld,H-38ab,CF18,-,https://www.instagram.com/smolworldcircle?igsh=Zzk4ZWtpcWhubjl1,https://twitter.com/fuumabou,,,RE
702,HONKAI STAR RAIL,"VOCALOID, GENSHIN IMPACT, ENSEMBLE STARS, OMNISCIENT READER'S VIEWPOINT, PROJECT SEKAI, HAZBIN HOTEL, HELLUVA BOSS, PIKMIN, DIGITAL CIRCUS, PERSONA 5, HOLOLIVE",Sugomerch,H-41ab,CF18,,,,,,RE
704,HONKAI STAR RAIL,"GENSHIN IMPACT, HONKAI IMPACT 3RD, REVERSE 1999, JUJUTSU KAISEN, BLUE LOCK, EVE UTAITE",Beterly Beterei,H-43ab,CF18,,https://www.instagram.com/bebektrbng12?igsh=MWRsMGJ6eGJwb2ZqNA==,https://x.com/bebekterbang12?s=21,,,RE
709,HONKAI STAR RAIL,"VOCALOID,ENSEMBLE STARS,HOLOSTARS,ATEEZ,ANIMAL CROSSING,FRIEREN,GENSHIN IMPACT,TWISTED WONDERLAND,FNAF,DEAD MOUNT DEAD PLAY",S354T,H-46ab,CF18,,https://www.instagram.com/venus.lostkidd?igsh=MTAzbGR4YjJvbDYzag==,https://x.com/hwa_kkyun?t=nHTVOPQxuEIaCDnT6WQ41A&s=09,,,RE
718,HONKAI STAR RAIL,"VOCALOID, PROJECT SEKAI, HOLOLIVE, SPIDERVERSE, JUJUTSU KAISEN, IDENTITY V, LEAGUE OF LEGENDS, TWISTED WONDERLAND, BLUE ARCHIVE, ELDEN RING, PERSONA, TEARS OF THEMIS, RESIDENT EVIL. KIRBY, STUDIO GHIBLI, ORIGINAL, NIKKE",sushipuro,H-54ab,CF18,-,https://instagram.com/sushipuro,-,,,RE
720,HONKAI STAR RAIL,"OMNISCIENT READER VIEWPOINT, ARCANE, JJK, GENSHIN,CSM",Seblak Krupuk Mas Jun,H-57ab,CF18,,trea.co,treaa_co,,,RE
721,GENSHIN IMPACT,"HUNTER X HUNTER, ENSTARS, HONKAI STAR RAIL, FRIEREN, PARADOX LIVE, BUNGOU STRAY DOGS, JUJUTSU KAISEN, BLUE LOCK, NU: CARNI, CALL OF DUTY, UNDERTALE/DELTARUNE, MORTAL KOMBAT",KBBI (Kak Beli Barang Ini),H-58ab,CF18,,,,,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32f75085-887a-46c7-b290-e22db50e89ff/502ee697-d7c0-4d94-b9f1-9670739d4fbc/H-58ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32f75085-887a-46c7-b290-e22db50e89ff/c55e06f7-19bb-4e9f-9646-e3a2f430b5c9/H-58ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32f75085-887a-46c7-b290-e22db50e89ff/1eb7cc00-b33d-45f4-ad74-21cd47a96536/H-58ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32f75085-887a-46c7-b290-e22db50e89ff/8df4beb0-e27c-4e9c-99f9-35b85fb694dd/H-58ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/32f75085-887a-46c7-b290-e22db50e89ff/ca092787-4d8b-4522-976f-9f01dec02ef3/H-58ab.jpg']",RE
722,HONKAI: STAR RAIL,"ORIGINAL ART, GI, DANGANRONPA, OMORI, DUNGEON MESHI, HOLOSTAR, FRIEREN: BEYOND JOURNEY'S END, POKEMON, MINECRAFT, NINTENDO, VALORANT, TEARS OF THEMIS",RandomIN,H-59a,CF18,,https://www.instagram.com/randomin.studio/,https://twitter.com/randomanin,,,RE
726,GENSHIN IMPACT,"REVERSE: 1999, TOILET-BOUND HANAKO KUN, HONKAI STAR RAIL, HETALIA, SPYXFAMILY, BLUE LOCK, RESIDENT EVIL",Waroeng Pelangih,H-60b (SAT),CF18,,https://www.instagram.com/waroeng_pelangih?igsh=MWRrYW5oZGdoa2JhYw==,https://twitter.com/Bee_Th0ven,https://twitter.com/Yunkawan,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/8c81fbee-955c-476f-a1db-58a96846eb6d/c3f0945d-6b2f-47b4-87fa-fb757cf134bc/H-60b (SAT).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/8c81fbee-955c-476f-a1db-58a96846eb6d/9465453c-89a2-4853-b5c4-edffd8bea19c/H-60b (SAT).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/8c81fbee-955c-476f-a1db-58a96846eb6d/bd688554-e2a0-4a42-8b2f-1e5d5facd4f8/H-60b (SAT).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/8c81fbee-955c-476f-a1db-58a96846eb6d/62ea63c9-f78b-44ab-972d-f17f6dc9304a/H-60b (SAT).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/8c81fbee-955c-476f-a1db-58a96846eb6d/a747b94a-882f-468c-8256-230d28959335/H-60b (SAT).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/8c81fbee-955c-476f-a1db-58a96846eb6d/4748a85d-02b7-4306-981e-c418124e9b7c/H-60b (SAT).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/8c81fbee-955c-476f-a1db-58a96846eb6d/45dd5941-7f81-4515-9098-f5e79048a874/H-60b (SAT).png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/8c81fbee-955c-476f-a1db-58a96846eb6d/6290eb5a-d338-4e0b-87d6-20eb6af9b967/H-60b (SAT).png']",RE
733,"HOYOVERSE (GENSHIN IMPANG, HONKAI STAR RAIL)","EVANGELION, OMORI, HAIKYUU, STUDIO GHIBLI, FRIEREN, VIOLET EVERGARDEN, ETC.",pecutelier,I-04ab,CF18,,https://instagram.com/nanatsuoh,https://twitter.com/irenneparamitha,,,RE
742,GENSHIN IMPACT,"HONKAI STAR RAIL, PROJECT SEKAI, TWISTED WONDERLAND, HAIKYUU, PERSONA 3, JUJUTSU KAISEN, ZZZ, ARKNIGHTS, BOCCHI THE ROCK, SOUSOU NO FRIEREN, BLUE LOCK, GHIBLI, MONSTER HUNTER, VALORANT, ORIGINAL",Budak Teyvat x Go Go Peanuts,I-09ab/I-10ab,CF18,-,"https://www.instagram.com/gogo.peanuts/, https://www.instagram.com/cerullion/, https://www.instagram.com/vicksagita/, https://www.instagram.com/ararara496/","https://twitter.com/michiierry, https://twitter.com/Wasabi_hijau. https://twitter.com/lacria97, https://twitter.com/kavehlatteart",,,RE
751,GENSHIN IMPACT,"JUJUTSU KAISEN, OMNISCIENT READER'S VIEWPOINT, CHAINSAW MAN, UMIBE NO ETRANGER, JOJO'S BIZZARE ADVENTURE, SPY X FAMILY, EVANGELION, REVERSE: 1999",froog,I-15b,CF18,,https://www.instagram.com/justdotfroog?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,https://x.com/justdotfroog?t=pbXOr5MrjV3z22mQWagf4Q&s=09,,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/4cb4fede-35ef-40aa-89e5-dd58fbe9d5c0/dc7ac628-9ef9-4bb1-a46c-7ef4871cbf40/I-15b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/4cb4fede-35ef-40aa-89e5-dd58fbe9d5c0/cf389b7a-afb0-4aef-80fa-84d1c962c372/I-15b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/4cb4fede-35ef-40aa-89e5-dd58fbe9d5c0/f53c0315-ccc5-4700-abfe-cec62d46a5c3/I-15b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/4cb4fede-35ef-40aa-89e5-dd58fbe9d5c0/063340dc-e054-4375-b3eb-16d5aeb329fa/I-15b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/4cb4fede-35ef-40aa-89e5-dd58fbe9d5c0/0330f3a5-64fd-4a08-a972-b481549a6c25/I-15b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/4cb4fede-35ef-40aa-89e5-dd58fbe9d5c0/ad0b1271-ac74-4603-8d08-a4afab798946/I-15b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/4cb4fede-35ef-40aa-89e5-dd58fbe9d5c0/f84bf2e1-e727-4130-8e39-57d89b7e2a4b/I-15b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/4cb4fede-35ef-40aa-89e5-dd58fbe9d5c0/6da46a2e-a100-4601-99b0-f50cd817e387/I-15b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/4cb4fede-35ef-40aa-89e5-dd58fbe9d5c0/cd2305b2-850e-4367-adcd-0fb79ccbea8e/I-15b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/4cb4fede-35ef-40aa-89e5-dd58fbe9d5c0/f2e9f0b6-7c0f-4278-9ac3-590a5fa50075/I-15b.jpg']",RE
759,GENSHIN IMPACT,"JUJUTSU KAISEN, YOASOBI, XDINARY HEROES, OMNISCIENT READER'S VIEWPOINT",Pemuda Tepar x Funshine,I-22b,CF18,,https://www.instagram.com/pemudatepar,https://x.com/pemudatepar,,,RE
766,"HOYOVERSE STAR RAIL, GENSHIN","ANIME GIRL AND BOY, VOCALOID, SERIAL EXPERIMENTS LAIN, NEEDY STREAMER OVERDOSE, CSM, ORV",sakanaa~,I-29a,CF18,,,,,,RE
767,GESHIN IMPACT,"HONKAI STAR RAIL, ZENLESS ZONE ZERO, SKY: CHILDREN OF THE LIGHT.",Blooms Atelier,I-29b,CF18,,"https://www.instagram.com/koyohangatt/ , https://www.instagram.com/kathmudkip/, https://www.instagram.com/bloomsatelier.id/",https://twitter.com/koyohangatt,,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/be96d17c-9dee-4e84-b659-4cf71b285681/ed3b58f3-6755-446b-8d60-3800c1dcacb5/I-29b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/be96d17c-9dee-4e84-b659-4cf71b285681/b255f1b5-88d3-4785-b922-bf26217a2772/I-29b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/be96d17c-9dee-4e84-b659-4cf71b285681/44e2f168-720d-4f9b-bbf9-8a60beafb8dc/I-29b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/be96d17c-9dee-4e84-b659-4cf71b285681/b0d165b4-a8e2-42d4-9cf2-c0c9a932415b/I-29b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/be96d17c-9dee-4e84-b659-4cf71b285681/c5f177fd-198d-4176-bc84-d761b663954a/I-29b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/be96d17c-9dee-4e84-b659-4cf71b285681/d634639d-1895-45ed-893e-074b705b46f7/I-29b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/be96d17c-9dee-4e84-b659-4cf71b285681/67fa3310-3274-4627-9343-6693e6ac4204/I-29b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/be96d17c-9dee-4e84-b659-4cf71b285681/3dbf9a64-efd0-4f5b-9a9a-ed40919da7f8/I-29b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/be96d17c-9dee-4e84-b659-4cf71b285681/257d8c36-2a57-47de-b117-83561a0fd15e/I-29b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/be96d17c-9dee-4e84-b659-4cf71b285681/e696e580-1c46-4a36-a926-1c683aca9699/I-29b.png']",RE
769,GENSHIN IMPACT,FIVE NIGHTS AT FREDDY'S,Decoffeenated Luwak,I-30a (SUN),CF18,,https://www.instagram.com/kkaerikko?igsh=MWhmdnhscDN2ZnZ1Yw==,,,,RE
774,GENSHIN IMPACT,"REVERSE 1999, HOLOLIVE, HONKAI: STAR RAIL, TEARS OF THEMIS, VOCALOID, PROJECT SEKAI, GENSHIN IMPACT",Tsukumotachi,I-32ab/I-33ab,CF18,,https://www.instagram.com/tsukumotachi?igsh=a2xubGJkYXFwN2Rj,,,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/63079d72-8e81-4200-ba2f-ba19706e323a/1506e1e0-dc4c-4579-b42e-11d01935a9b1/I-32ab/I-33ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/63079d72-8e81-4200-ba2f-ba19706e323a/fc19f319-20d2-426b-b691-e3e8fdd42ae3/I-32ab/I-33ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/63079d72-8e81-4200-ba2f-ba19706e323a/505e2908-3934-4981-8957-39e813842417/I-32ab/I-33ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/63079d72-8e81-4200-ba2f-ba19706e323a/22f7de4d-2aff-4057-96d3-41930a50c40c/I-32ab/I-33ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/63079d72-8e81-4200-ba2f-ba19706e323a/0f8636ed-f3ca-41ec-bdfc-9cd321634c6a/I-32ab/I-33ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/63079d72-8e81-4200-ba2f-ba19706e323a/e7fcd0ae-2132-4637-9271-ca57eedb3850/I-32ab/I-33ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/63079d72-8e81-4200-ba2f-ba19706e323a/7391c741-5950-4057-8433-6b391dc9a07b/I-32ab/I-33ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/63079d72-8e81-4200-ba2f-ba19706e323a/a2d8c5ae-08fe-460c-89d5-362ecac5d516/I-32ab/I-33ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/63079d72-8e81-4200-ba2f-ba19706e323a/b80e9601-c2eb-40e2-99b8-5e7964a241b0/I-32ab/I-33ab.png']",RE
778,GENSHIN IMPACT,"HONKAI STAR RAIL, PLAVE, FIRE EMBLEM",PT. SINAR JAYA WACANA,I-36b,CF18,,https://www.instagram.com/mentega.fly/,https://twitter.com/mentegafly_,,,RE
783,GENSHIN IMPACT,"HONKAI STAR RAILS, ENSEMBLE STARS, PROJECT SEKAI, BLACK BUTLER, HAZBIN HOTEL, PRECURE, SONIC THE HEDGEHOG",Ayam Bara,I-38ab,CF18,https://www.facebook.com/Feli.chii/,https://www.instagram.com/aidhaaichii/,https://twitter.com/tash00kie_gs,,,RE
785,GENSHIN IMPACT,"FRIEREN, A SIGN OF AFFECTION, HSR, ONE PIECE, JOJO'S BIZZARE ADVENTURE, ANIMANIACS, TMNT, OMNISCIENT READER'S VIEWPOINT, PUSS IN BOOTS, SPIDERVERSE, VOCALOID, ADVENTURE TIME, SONIC, NIJIEN, GUMBALL, TOM & JERRY, POKEMON, LOONEY TUNES, DUCKTALES, TOUKEN RANBU, I SHALL BE THE MASTER OF THE FAMILY, BNHA, TOILET BOUND HANAKO-KUN, POWERPUFF GIRLS Z , YUGIOH , FGO , DELTARUNE , K9KURO, APOTHECARY DIARIES",Gaib [Gaji Artist Ilustrasi Bermasalah],I-41ab,CF18,,,,,,RE
786,GENSHIN IMPACT,"CALL OF DUTY, HONKAI STAR RAIL, JUJUTSU KAISEN, VOCALOID, ACROSS THE SPIDER-VERSE, STARDEW VALLEY, UNDERTALE, BREAKING BAD",Badak Salto,I-42a,CF18,,https://instagram.com/jechivva,twitter.com/jechiwa,,,RE
788,GENSHIN IMPACT,"PROJECT SEKAI/VOCALOID, ADVENTURE TIME, RED DEAD REDEMPTION 2, JUJUTSU KAISEN, HONKAI STAR RAIL 7. THE APOTHECARY DAIRIES/KUSURIYA NO HITORIGOTO, TWISTED WONDERLAND, NIJISANJI (TENTATIVE) (ANIKARA), HOLOLIVE, PENGUINS OF MADAGASCAR, A3!",Moracore,I-43a,CF18,-,https://www.instagram.com/moracore?igsh=NnNyY2diNHdrYmoz,-,,,RE
797,GENSHIN IMPACT,"HSR, REVERSE1999, TOUHOU, GHIBLI STUDIO, HOLLOW KNIGHT, MIKU, KIRBY, ENSEMBLE STAR, THE PROMISED NEVERLAND, SHERLOCK HOLMES, CONAN",KAKT Kumpulan Anak Kurang Tidur,I-50ab,CF18,,,,,,RE
808,GENSHIN IMPACT,"VTUBER, JUJUTSU KAISEN, HONKAI STAR RAIL, TEARS OF THEMIS, OBEY ME, NEWJEANS, LE SSERAFIM, POPPY PLAYTIME (SMILING CRITTERS), FRIEREN, HARRY POTTER, VOCALOID",Seonmul Aegis,I-59b,CF18,,https://instagram.com/seonmul_aegis/,,,,RE
810,GENSHIN IMPACT,"HONKAI: STAR RAIL, OMNISCIENT READER'S VIEWPOINT, IDENTITY V, ZENLESS ZONE ZERO, ARKNIGHTS, FURRY, OC",PCFC,I-60ab (SUN),CF18,,https://www.instagram.com/xipcfc.animasi/?theme=dark,,,,RE
812,GENSHIN IMPACT,"GHIBLI, MASHLE, GENSHIN, HONKAI, HOLOLIVE, FRIEREN, DEVIL MAY CRY, PERSONA, ERGO PROXY, THE WORLD ENDS WITH YOU, FEAR & HUNGER TERMINA, RYU GA GOTOKU",Alena's Atelier,J-01ab (SUN),CF18,,https://www.instagram.com/sluggish.cemeng/,,,[],RE
814,GENSHIN IMPACT,"HONKAI STAR RAIL, FRIEREN, DUNGEON MESHI, HAIKYUU",fey_cia,J-04ab,CF18,,https://instagram.com/fey_cia,https://twitter.com/fey_cia,,,RE
817,GENSHIN IMPACT,"HONKAI STAR RAIL, OMORI, PERSONA SERIES, IDOLISH7, LEGEND OF ZELDA, THE GREAT ACE ATTORNEY, ORIGINAL CHARACTERS",Kubis Asli Medan,J-06b,CF18,,https://www.instagram.com/pryntery/,https://twitter.com/fishcaakes,,,RE
827,HONKAI IMPACT 3RD,"HONKAI IMPACT, GODZILLA, RESIDENT EVIL, LOBOTOMY CORPORATION, CHAINSAW MAN, ULTRAMAN, ORIGINAL WORKS, JUJUTSU KAISEN",Azeroth's Domain,J-13b,CF18,,https://www.instagram.com/blackout_bone909/,https://twitter.com/BlackoutB0ne909,,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b9022db7-3862-48f6-a3a1-49f15ea05894/76f2e080-d6ec-4351-b85a-424644208bad/J-13b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b9022db7-3862-48f6-a3a1-49f15ea05894/427156ce-5b1f-4313-8513-9b63108ce9e0/J-13b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b9022db7-3862-48f6-a3a1-49f15ea05894/d1ccd000-e38e-4e33-b989-38bb9c9f91f8/J-13b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b9022db7-3862-48f6-a3a1-49f15ea05894/ccf7a7ac-de9e-4704-8028-23c6ceef8361/J-13b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b9022db7-3862-48f6-a3a1-49f15ea05894/77e5caac-cd76-4368-a8c9-7bedbd2e7489/J-13b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b9022db7-3862-48f6-a3a1-49f15ea05894/08f22988-b374-4f3f-a24a-c8b04ac062c8/J-13b.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b9022db7-3862-48f6-a3a1-49f15ea05894/cb0c07d3-148d-4ced-99fa-20d41ac47e4c/J-13b.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/b9022db7-3862-48f6-a3a1-49f15ea05894/f9098c06-59ac-4b6d-8600-28902e745edb/J-13b.png']",RE
842,GENSHIN IMPACT,"HONKAI: STAR RAIL, VOCALOID, OMNISCIENT READER'S VIEWPOINT, DISCO ELYSIUM, GHIBLI, HAIKYUU, FRIEREN, BLACK BUTLER, SPY X FAMILY, K-POP, SKIP AND LOAFERS",7ikanz,J-27ab,CF18,,https://www.instagram.com/7ikanz,https://x.com/7ikanz,,,RE
851,HOYOVERSE,"HOSHIMACHI SUISEI (HOLOLIVE), BLUE ARCHIVE, FRIEREN, ORIGINAL",Teh Kembang Telang,J-34ab,CF18,,https://www.instagram.com/infini440,https://twitter.com/erebea000,,,RE
861,GENSHIN IMPACT,"HONKAI STAR RAIL, VTUBER (HOLOLIVE),FRIEREN: BEYOND JOURNEY'S END,",Rosemoon,J-43ab,CF18,,https://www.instagram.com/rosemoonfantasy,https://twitter.com/RoseMoonFantasy,,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/8ef85fad-8012-447c-b6ab-96448613e3eb/d836de76-07ff-4742-9a85-f887bcae2c82/J-43ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/8ef85fad-8012-447c-b6ab-96448613e3eb/ba82b5d8-190b-4ab3-bb99-349b11115066/J-43ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/8ef85fad-8012-447c-b6ab-96448613e3eb/d1fd2dd7-4898-4e80-a93a-bb8d4fd55360/J-43ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/8ef85fad-8012-447c-b6ab-96448613e3eb/26274423-ec2c-4b28-9a7c-66ec3b162527/J-43ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/8ef85fad-8012-447c-b6ab-96448613e3eb/6e2c8130-465c-4221-bb82-e9f15851cb75/J-43ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/8ef85fad-8012-447c-b6ab-96448613e3eb/9be98b35-aa78-407f-8507-c98ddddac992/J-43ab.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/8ef85fad-8012-447c-b6ab-96448613e3eb/849a8159-efa5-4864-81ca-82810f9c8423/J-43ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/8ef85fad-8012-447c-b6ab-96448613e3eb/8907804a-c3ab-49c2-bab2-16e330f561ca/J-43ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/8ef85fad-8012-447c-b6ab-96448613e3eb/e97c71de-4ab5-4702-b2a3-cef852b7a3ce/J-43ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/8ef85fad-8012-447c-b6ab-96448613e3eb/ade7995b-1fc6-48a6-af23-b59e7cff37ca/J-43ab.jpg']",RE
862,GENSHIN,"FRIEREN, YUGIOH, MONSTER HUNTER, DUNGEON MESHI, GHIBLI, WAVE TO EARTH",Kelinci Liar,J-44ab,CF18,,,,,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90fce237-85c7-4259-b316-72718c59e57b/850680a3-709e-4ca1-b682-a2c424c60f15/J-44ab.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/90fce237-85c7-4259-b316-72718c59e57b/90a4c01f-78c4-40c1-bb2d-ccab1551c9b0/J-44ab.jpg']",RE
863,GENSHIN IMPACT,"HONKAI STAR RAIL, K-POP, SPY X FAMILY, JUJUTSU KAISEN, HOLOSTARS EN, FROMARGO, TEARS OF THEMIS, TOKYO REVENGERS",Jalan Santai,J-45a,CF18,,,https://x.com/nanangantuk?s=21&t=ZEZqN94hzw3H5hA1aBpUsg,https://x.com/x0nyaaa?s=21&t=ZEZqN94hzw3H5hA1aBpUsg,"['https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/f4a7cc3a-669a-480f-bad2-71848c353ad8/63eb4347-745d-4ed6-b86c-7edf1f5c3627/J-45a.png', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/f4a7cc3a-669a-480f-bad2-71848c353ad8/a1dd49f2-7252-4d36-9189-9c8adaa41e07/J-45a.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/f4a7cc3a-669a-480f-bad2-71848c353ad8/fd905640-55cb-48d4-bf2e-9771ba917d89/J-45a.jpg', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/f4a7cc3a-669a-480f-bad2-71848c353ad8/2e8023e9-dc1d-4cc6-b484-020e4af09df6/J-45a.JPG', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/f4a7cc3a-669a-480f-bad2-71848c353ad8/c197d7d1-d4a8-4eef-98b1-6862de9569fb/J-45a.JPG', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/f4a7cc3a-669a-480f-bad2-71848c353ad8/6356c0cc-5bc6-423b-83ad-3e0a2fb460d0/J-45a.JPG', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/f4a7cc3a-669a-480f-bad2-71848c353ad8/c39ef1c6-c062-4948-9ac6-46c0659efa84/J-45a.JPG', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/f4a7cc3a-669a-480f-bad2-71848c353ad8/728d851b-0a2b-4da0-b9d5-15b9db6627ab/J-45a.JPG', 'https://kumxjefxtrrpzalmwvvr.supabase.in/storage/v1/object/public/circle-sampleworks-18/f4a7cc3a-669a-480f-bad2-71848c353ad8/0506525a-eb1e-4132-a76f-11ae798d916f/J-45a.JPG']",RE
867,GENSHIN IMPACT,"ORIGINAL WORK, HONKAI STAR RAIL, CALL OF DUTY, ENSEMBLE STARS, FIVE NIGHTS AT FREDDY'S",Croquette,J-49ab,CF18,,https://instagram.com/chloeroyanne,https://twitter.com/badutberkuda,,,RE
